code	url	creator	created_t	last_modified_t	product_name	generic_name	quantity	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	origins	origins_tags	labels	labels_tags	emb_codes	emb_codes_tags	cities	cities_tags	purchase_places	stores	ingredients_text	traces	traces_tags	serving_size	no_nutriments	additives_n	additives	additives_tags	ingredients_from_palm_oil_n	ingredients_from_palm_oil	ingredients_from_palm_oil_tags	ingredients_that_may_be_from_palm_oil_n	ingredients_that_may_be_from_palm_oil	ingredients_that_may_be_from_palm_oil_tags	main_category	image_url	image_small_url	energy_100g	proteins_100g	carbohydrates_100g	sugars_100g	starch_100g	polyols_100g	fat_100g	saturated-fat_100g	monoinsaturated-fat_100g	polyinsaturated-fat_100g	omega-3-fat_100g	omega-6-fat_100g	trans-fat_100g	cholesterol_100g	fiber_100g	sodium_100g	alcohol_100g	vitamin-a_100g	vitamin-d_100g	vitamin-e_100g	vitamin-k_100g	vitamin-c_100g	vitamin-b1_100g	vitamin-b2_100g	vitamin-pp_100g	vitamin-b6_100g	vitamin-b9_100g	vitamin-b12_100g	biotin_100g	pantothenic-acid_100g	silica_100g	bicarbonate_100g	potassium_100g	chloride_100g	calcium_100g	phosphorus_100g	iron_100g	magnesium_100g	zinc_100g	copper_100g	manganese_100g	fluoride_100g	selenium_100g	chromium_100g	molybdenum_100g	iodine_100g	carbon-footprint_100g																																																																	
3046920006637	http://fr.openfoodfacts.org/produit/3046920006637	manu1400	1356453289	1359322756	Lindt Variations cacao	assortiment de 39 bouchées de chocolats au lait et noirs	 extra-fins fourrés		carton	plastique	carton	plastique	Lindt	lindt	Assortiments de chocolats	confiseries	chocolats	assortiments-de-chocolats											sucre	 pâte de cacao	 beurre de cacao	 praliné noisettes 8% (noisettes	 sucre)	 lactose	 beurre laitier concentré	 grains de cacao 4%	 noisettes	 poudres de lait	 cacao maigre	 matière grasse végétale	 amandes	 sucre inverti	 feuillantine (sucre	 farine de blé	 beurre laitier concentré	 lactosérum en poudre	 extrait de malt d'orge	 poudre à lever : carbonate acide de sodium) 1%	 sirop de glucose	 poudre de lait écrémé	 stabilisant : sorbitol de blé et de maïs	 émulsifiant : lécithine de soja	 extrait de malt d'orge	 arôme : vanille	 vanille Bourbon naturelle en gousse	 café	 conservateur : acide scorbique	 arômes	 décalcomanie alimentaire (beurre de cacao	 colorants : oxyde et hydroxyde de fer jaune et rouge	 noir n°1)					4		e500	e420	e322	e172	0			1		huile-vegetale	Chocolats	http://fr.openfoodfacts.org/images/products/304/692/000/6637/front.4.400.jpg	http://fr.openfoodfacts.org/images/products/304/692/000/6637/front.4.200.jpg																																																																								
3048282332645	http://fr.openfoodfacts.org/produit/3048282332645	stephane	1332521274	1353581092	Lulu l'ourson fraise	Gâteaux moelleux fourrés avec une préparation aux fraises		paquet	carton	paquet	carton	Lu	Lulu l'ourson	Kraft foods	lu	lulu-l-ourson	kraft-foods	Gâteaux	Biscuits à la fraise	biscuits	gateaux	biscuits-a-la-fraise			sans colorant	sans conservateur	sans-conservateur	sans-colorant							Sirop de glucose-fructose	 farine de blé 23.7%	 purée de fraise 16	8%	 oeufs 6.8%	 sucre	 huile de colza	 stabilisant (glycérol)	 purée de pomme 2.6%	 lait écrémé (1.3%)	 lait entier en poudre (0.9%) (équivalent lait 20%)	 jus de pomme concentré 1% (équivalent jus de pomme 5.8%)	 poudre à lever (pyrophosphate disoadique	 carbonate acide de sodium)	 émulsifiants (E472b	 E475)	 sel	 cacao maigre en poudre	 arômes	 correcteur d'acidité (acide citrique)	 gélifiant (pectine)	 épaississant (gomme de caroube)	Soja	soja	1 gâteau	 30g		7		e422	e500	e472b	e475	e330	e440	e410	0			1		e472b-ester-diacetyl-lactique-de-mono-et-diglycerides-d-acides-gras	Gâteaux	http://fr.openfoodfacts.org/images/products/304/828/233/2645/front.15.400.jpg	http://fr.openfoodfacts.org/images/products/304/828/233/2645/front.15.200.jpg	1565	4.8	66	36			9.5	1.2							1.2	0.32																																																									
7610200341778	http://fr.openfoodfacts.org/produit/7610200341778	malikele	1349348464	1357784916	Léger Migros	Beurre mi-gras	200 g	boîte en plastique	boite-en-plastique	Léger	leger	Beurre allégé	Beurres	produits-laitiers	matieres-grasses	matieres-grasses-animales	beurres	beurres-alleges	Suisse	suisse									Beurre 48%	 eau	 babeurre	 émulsifiants: E471 et lécithine de soja	 épaississant E401	 sel de cuisine 0	3%	   conservateur E202	 acidifiant: acide citrique	 arome	 colorant: beta carotène.					5		e471	e322	e401	e202	e330	0			2		e471-mono-et-diglycerides-d-acides-gras-alimentaires	e160a-beta-carotene	Beurres	http://fr.openfoodfacts.org/images/products/761/020/034/1778/front.7.400.jpg	http://fr.openfoodfacts.org/images/products/761/020/034/1778/front.7.200.jpg	1500	0.5	0.5				40																																																																																					
3036811356019	http://fr.openfoodfacts.org/produit/3036811356019	stf-la	1360423512	1361218070	Légumes et Vermicelles	Potage	1 l	brique	brique	Liebig	liebig	Soupes de légumes	plats-prepares	soupes	soupes-de-legumes	Le Pontet	Vaucluse	France	le-pontet	vaucluse	france	sans colorant	sans conservateur	sans-conservateur	sans-colorant					Boufféré	Super U	eau	 légumes 32% (carotte	 pomme de terre	 oignon	 jus de tomates à base de concentré	 céleri rave	 poireau	 petit pois)	 vermicelles (cuits) 8.5% (eau	 semoule de blé	 blanc d'oeuf)	 crème	 amidon transformé de maïs	 sel	 huile végétale	 sucre	 beurre de cuisine	 arôme	 exhausteur de goût : glutamate de sodium.			250 ml		0			0			1		huile-vegetale	Soupes	http://fr.openfoodfacts.org/images/products/303/681/135/6019/front.17.400.jpg	http://fr.openfoodfacts.org/images/products/303/681/135/6019/front.17.200.jpg	142	1	4.6	1.4			1	0.5							1.2	0.77																																																																						
5400111143637	http://fr.openfoodfacts.org/produit/5400111143637	malikele	1336763692	1348927856	Légumes et croûtons	Soupe instantanée	4 X 21g	carton	sachets	carton	sachets	Delhaize	delhaize	Soupes	plats-prepares	soupes	Belgique	belgique									Sirop de glucose déshydraté	 amidon de pommes de terre	 légumes déshydratés 10	6%(poireau	 carotte	 oignon	 tomates	 céleri-rave	 céleri	 épinards)	 sirop de glucose	 sel	 croûtons 6% (farine de froment	 huile végétale (huile de palme)	 sel	 extrait de levure)	 pomme de terre en poudre(pomme de terre en poudre	émulsifiant(mono et di-glycérides d'acides gras)	 stabilisant (diphosphate)	 extrait d'épices	 antioxygènes (disulfite de sodium	 palmitate ascorbyle)	 huile végétale (huile de navette	 huile de palme)	sucre	 extrait de levure	 émulsifiant (triphosphate pentasodique)	 herbes	 épices	 maltrodextrine	 protéine du lait	 arômes	 antioxygène (acide citrique)	 colorant (riboflavine).	oeufs	soja	oeufs	soja	200 ml		5		e471	e223	e451	e330	e101	1		huile-de-palme	1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Soupes	http://fr.openfoodfacts.org/images/products/540/011/114/3637/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/540/011/114/3637/front.5.200.jpg	152	0.4	6.3	3.6			1	0.2							0.3	0.4																																																						
3041090008481	http://fr.openfoodfacts.org/produit/3041090008481	minouche	1336129761	1344683398	Légumes verts poulet	Petit pot bébé	200 g	Verre	verre	Blédina	Danone	bledina	danone	Conserve	Aliments pour bébé	conserves	aliments-pour-bebe			sans gluten	sans-gluten							Légumes verts 28 % (courgettes 15%	 petit pois 8 %	 haricots verts 3 %	 épinards 2%)	 eau de cuisson	 pomme de terre	 lait écrémé reconstitué	 viande de poulet 8 %	 amidon transformé de maïs	 oignons	 huiles végétales (colza	 tournesol)	 beurre	 sel	 ail	 arôme	 vitamines : vitamine E	 vitamine B1	 vitamine B2	 vitamine PP	 vitamine B6	 vitamine B12	 vitamine B8	 vitamine B5. 					2		e306	e101	0			1		huile-vegetale	Aliments pour bébé	http://fr.openfoodfacts.org/images/products/304/109/000/8481/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/304/109/000/8481/front.5.200.jpg	281	3.4	8.8				2									0.15				0.0005			0.00008		0.0009	0.00015		0.00000015	0.0000015	0.0003																																																						
5000159386821	http://fr.openfoodfacts.org/produit/5000159386821	stephane	1349199832	1361650855	M&M's	Cacahuètes (23%) enrobées de chocolat au lait (48%) et dragéifiées	200 g	Sachet	Plastique	sachet	plastique	M&M's	m-m-s	Confiseries	Cacahuètes au chocolat	confiseries	cacahuetes-au-chocolat									Saint-Maur des Fossés	Monoprix	sucre	 cacahuètes	 pâte de cacao	 lait écrémé en poudre	 lactose et protéines de lait	 matière grasse végétale	 beurre de cacao	 beurre concentré	 amidon	 sirop de glucose	 émulsifiant (lécithine de soja)	 gélifiant (gomme arabique)	 colorants (E100	 E120	 E133	 E160e	 E171)	 dextrine	 agent d'enrobage (cire de carnauba)	 arômes	 sel	 huile végétale	noisettes	amandes	noisettes	amandes			8		e322	e414	e100	e120	e133	e160e	e171	e903	0			1		huile-vegetale	Confiseries	http://fr.openfoodfacts.org/images/products/500/015/938/6821/front.6.400.jpg	http://fr.openfoodfacts.org/images/products/500/015/938/6821/front.6.200.jpg	2119	9.4	60.1	53.6			25.4	10.1							2.7	0.06																																																														
3041090019029	http://fr.openfoodfacts.org/produit/3041090019029	koi	1360759856	1360761538	Ma 1ère Blédine Céréales pour bébés RIZ saveur VANILLE	Céréales pour bébés	250 g	Carton	carton	Blédina	bledina	Céréales pour bébés	aliments-pour-bebe	cereales-pour-bebe	France	france	sans gluten	sans-gluten					Chambray-lès-Tours	Auchan	farine de riz 33%	 maltodextrines	 tapioca 26	1%	 sucre	 amidon de maïs	 huile de palme	 émulsifiant : lécithine de soja 	 arôme vanille (vanilline)	 vitamines : E	 C	 B1	 PP	 B6	 acide folique	 biotine et B5 	 substance d'apport minéral : diphosphate ferrique	Lait	lait			1		e322	1		huile-de-palme	0			Aliments pour bébé	http://fr.openfoodfacts.org/images/products/304/109/001/9029/front.11.400.jpg	http://fr.openfoodfacts.org/images/products/304/109/001/9029/front.11.200.jpg	1676	2.5	92.4	11.4			1.7	0.8							0.9	0.011				0.002		0.02	0.0007		0.0035	0.0003	0.00005		0.00003	0.0012																																																																	
3027030025305	http://fr.openfoodfacts.org/produit/3027030025305	stephane	1337092531	1342033810	Ma crème pâtissière express	Préparation pour crème pâtissière		Boite	Carton	boite	carton	Dr. Oetker	Ancel	dr-oetker	ancel	Préparations pour pâtisseries	preparations-pour-patisseries			sans conservateur	sans-conservateur							sucre	 amidon	 épaississant: gomme xanthane	 colorants : bêta-carotène - riboflavine	 arôme. 			produit préparé 93g		2		e415	e101	0			1		e160a-beta-carotene	Preparations-pour-patisseries	http://fr.openfoodfacts.org/images/products/302/703/002/5305/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/302/703/002/5305/front.5.200.jpg	507	2.6	23.3	17.1			1.8	1.3							0	0.04																																																																																							
8480017026996	http://fr.openfoodfacts.org/produit/8480017026996	hommedanslalune	1353353103	1360343024	Maasdam Dia	Maasdam en tranche	200 g soit 10 tranches minimum	Blister	Plastique	sous atmosphère protectrice	blister	plastique	sous-atmosphere-protectrice	Dia	dia	Fromage	Maasdam	produits-laitiers	fromages	maasdam	France	france			FR 62.205.003 CE	fr-62-205-003-ce		campagne-les-wardrecques-pas-de-calais-france	Villecresnes	Dia	lait pasteurisé	 sel	 ferments lactiques	 coagulant	 colorant : E160a			2 tranches 40 g		1		e160a	0			1		e160a-beta-carotene	Fromages	http://fr.openfoodfacts.org/images/products/848/001/702/6996/front.3.400.jpg	http://fr.openfoodfacts.org/images/products/848/001/702/6996/front.3.200.jpg	1426	25	0.1	0			27	17							0	0.5																																																																																					
3250390976936	http://fr.openfoodfacts.org/produit/3250390976936	andre	1348260777	1361651043	Maasdam Les Tranchettes	FROMAGE AU LAIT PASTEURISÉ	 29% matière grasse dans le produit final	 45% matière grasse sur extrait sec 	200 g	Plastique	sous-vide	plastique	sous-vide	Paturages	Intermarché	paturages	intermarche	Fromages pasteurisés	Fromage de vache	Maasdam	produits-laitiers	fromages	fromages-de-vache	fromages-pasteurises	maasdam	Pays-bas	Hollande	pays-bas	hollande			NL Z 0507 EG	nl-z-0507-eg			Vannes	Intermarché	Lait	 Sel	 ferments lactiques	 présure	 colorant : E160a	 conservateur : E251 					2		e160a	e251	0			1		e160a-beta-carotene	Fromages pasteurisés	http://fr.openfoodfacts.org/images/products/325/039/097/6936/front.6.400.jpg	http://fr.openfoodfacts.org/images/products/325/039/097/6936/front.6.200.jpg							29																																																																																					
3178530404708	http://fr.openfoodfacts.org/produit/3178530404708	elia	1350655463	1352155474	Madeleines coquilles		600 g	Plastique	plastique	St Michel	st-michel	Madeleines	Gâteau	gateaux	madeleines	Commercy	Lorraine	France	commercy	lorraine	france							Nantes	France	Intermarché	Farine de blé (28%)	 huile végétale (de colza ou tournesol) non hydrogénée	 œufs frais (22	5%)	 sucre	 stabilisants : glycérol et sorbitol de blé	 sirop de glucose-fructose	 émulsifiants : mono et diglycérides d'acides gras	 poudres à lever : disphosphate disodique et carbonate acide de sodium	 fécule de manioc	 sel	 arôme.      	Soja	Lait	Fruits à coque	soja	lait	fruits-a-coque	une madelaine 25 g		4		e422	e471	e420	e500	0			2		huile-vegetale	e471-mono-et-diglycerides-d-acides-gras-alimentaires	Gâteaux	http://fr.openfoodfacts.org/images/products/317/853/040/4708/front.8.400.jpg	http://fr.openfoodfacts.org/images/products/317/853/040/4708/front.8.200.jpg	1988	5.7	52	22			27	2.5							1	0.35	0																																																																					
8712566320738	http://fr.openfoodfacts.org/produit/8712566320738	yann-l	1343479182	1343849071	Magnum Infinity Chocolate	Glace au chocolat noir avec une sauce au cacao (6%) recouverte de chocolat noir (25%) et d'éclats de fêve de cacao (3%)	320 g	carton	carton	Magnum	magnum	Batonnets au chocolat	surgeles	glaces-et-sorbets	glaces	batonnets	batonnets-au-chocolat			Rainforest Alliance	Certified Cocoa	certified-cocoa	rainforest-alliance					paris	france	Casino	lait écrémé réhydraté	 sucre	 pâte de cacao	 sirop de glucose-fructose	 eau	 cacao maigre en poudre	 matière grasse végétale	 éclats de fèves de cacao	 lactose et protéines de lait	 beurre de cacao	 beurre concentré	 sirop de glucose	 émulsifiants (E471	 lécithine de soja	 E476	 E442)	 lait en poudre entier	 stabilisants (E410	 E407)			80g		6		e471	e322	e476	e442	e410	e407	0			2		huile-vegetale	e471-mono-et-diglycerides-d-acides-gras-alimentaires	Glaces			1380	4.38	27.5	23.8			22.5	16.2							5	0.0375																																																																	
8722700235811	http://fr.openfoodfacts.org/produit/8722700235811	np	1337452249	1341435581	Magnum Pistachio	Glace parfum pistache enrobée de chocolat au lait et de morceaux de pistaches	344 g	Carton	carton	Magnum	magnum	Batonnets	surgeles	glaces-et-sorbets	glaces	batonnets	Algida Roma	Unilever France	algida-roma	unilever-france	Rainforest Alliance	rainforest-alliance	L2042BP004	l2042bp004					Lait écrémé réhydraté	 sucre	 sirop de glucose-fructose	 beurre de cacao	 pâte de cacao	 matière grasse végétale	 morceaux de pistaches	 lait en poudre entier	 lactose et protéines de lait	 beurre concentré	 émulsifiants (E471	 lécithine de soja	 E476)	 pâte de pistache	 épinards en poudre	 stabilisants (E410	 E407)	 arômes	 colorant (E100	 E141).	Fruits à coque	Arachide	fruits-a-coque	arachide	86 g		7		e471	e322	e476	e410	e407	e100	e141	0			2		huile-vegetale	e471-mono-et-diglycerides-d-acides-gras-alimentaires	Glaces	http://fr.openfoodfacts.org/images/products/872/270/023/5811/front.6.400.jpg	http://fr.openfoodfacts.org/images/products/872/270/023/5811/front.6.200.jpg	1360	4.07	30.2	26.7			22.1	15.1							1.74	0.0465	0																																																														
8722700118497	http://fr.openfoodfacts.org/produit/8722700118497	minouche	1335275479	1361227149	Magnum menthe	Glace menthe enrobé de chocolat au lait et de morceaux de sucre caramélisé	352 g	 440 ml	Carton	Plastique	carton	plastique	Magnum	magnum	Batonnets	surgeles	glaces-et-sorbets	glaces	batonnets											Lait écrémé concentré	 sucre	 beurre de cacao	 matière grasse végétale	 pâte de cacao	 poudre de lait entier	 sirop de glucose-fructose	 beurre concentré	 émulsifiants (E471	 lécithine de soja	 E476)	 arôme naturel de menthe	 arôme	 stabilisant (E401).			4 portions par boite		4		e471	e322	e476	e401	0			2		huile-vegetale	e471-mono-et-diglycerides-d-acides-gras-alimentaires	Glaces	http://fr.openfoodfacts.org/images/products/872/270/011/8497/front.6.400.jpg	http://fr.openfoodfacts.org/images/products/872/270/011/8497/front.6.200.jpg	1300	4	30	29			18	13							1	0.08																																																																									
369	http://fr.openfoodfacts.org/produit/00369	manu1400	1347729782	1347730689	Magnésium 300	 équilibre et bien être	fève de cacao enrichie en magnésium	poids net 16g	 30 gélules	boite carton	gélules	boite-carton	gelules	Yves Rocher	yves-rocher	Complément alimentaire	complement-alimentaire											oxyde de magnésium	 extrait de fève de cacao (Theobroma cacao L.) (phosphate de magnésium)	 gélule végétale (agent d'enrobage : hydroxypropylméthylcellulose)	 agent de charge : amidon de maïs	 anti-aglomérents : stéarate de magnésium	 talc	 dioxyde de silicium	 maltodextrines	 vitamine B6			2 gélules		4		e464	e470b	e553	e551	0			1		e470b-stearate-de-magnesium	Complement-alimentaire																																																																																																			
3036810207923	http://fr.openfoodfacts.org/produit/3036810207923	tonio1989	1340037926	1361728362	Maille Moutarde Fin Gourmets	moutarde	g340 h	verre	verre	Maille	maille	Moutardes de Dijon	epicerie	sauces	condiments	moutardes	moutardes-de-dijon									France	Caen	Super U	Moutarde de Dijon 70% (grain de moutarde	 vinaigre	 eau	 sel	 acide citrique	 épices)	 huiles végétales	 vin blancs	E1450 et E415	 E224	 épices					4		e330	e1450	e415	e224	0			1		huile-vegetale	Condiments	http://fr.openfoodfacts.org/images/products/303/681/020/7923/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/303/681/020/7923/front.5.200.jpg																																																																																														
5412038242096	http://fr.openfoodfacts.org/produit/5412038242096	malikele	1332443129	1332443776	Mandarine Napoléon	Chocolat	70 g	Barre	barre	Galler	galler	Confiserie	confiseries											Chocolat:sucre	 poudre de lait entier (24%)	 beurre de cacao	 pâte de cacao	 émulsifiant: lécithine de soja	 vanille naturelle? Min 30% cacao. Fourrage: sucres	 matières grasses végétales	 oranges	 lactosérum en poudre	 Mandarine Napoléon	 alcool	 amandes	 émulsifiant: lécithine de soja	 vanille naturelle					1		e322	0			1		huile-vegetale	Confiseries	http://fr.openfoodfacts.org/images/products/541/203/824/2096/front.5.400.jpg	http://fr.openfoodfacts.org/images/products/541/203/824/2096/front.5.200.jpg	2031	3	60				24																																																																																												
3250390778851	http://fr.openfoodfacts.org/produit/3250390778851	boljo	1337032422	1353110387	Maragarine au tournesol	Margarine au tournesol allégée	500 g	Boite plastique	boite-plastique	Bouton d'or	selection Intermarché	bouton-d-or	selection-intermarche	Margarines	matieres-grasses	matieres-grasses-vegetales	margarines	France	france	selection Intermarché	selection-intermarche	EMB 59090	emb-59090		bondues-nord-france			Huiles et graisses végétales en l'état 50 % (tournesol (minimum : 25 %)	 colza	 palme	 palmiste)	 eau	 émulsifiants : mono - et diglycérides d'acides gras et lécithine de soja	 sel 0	4 %	 pectine	 arômes naturels	 conservateur : sorbate de potassium	 correcteur d'acidité : acide citrique	 antioxygène : extrait naturellement riche en tocophérols	 colorant : béta-carotène			12	5 g		4		e440	e202	e330	e322	1		huile-de-palme	1		e160a-beta-carotene	Matières grasses végétales	http://fr.openfoodfacts.org/images/products/325/039/077/8851/front.6.400.jpg	http://fr.openfoodfacts.org/images/products/325/039/077/8851/front.6.200.jpg	1853	0	0.2	0.2			50	11.5	18.1	20.4	1.4	19	1		0	0.16				0.023																																																																							
3263852664111	http://fr.openfoodfacts.org/produit/3263852664111	stephane	1332164072	1341438093	Marbré goût chocolat	Gâteau marbré	250 g	boite	carton	boite	carton	Leader Price	leader-price	Gâteaux	Gâteaux marbrés	gateaux	gateaux-marbres	France	france			EMB 59378	emb-59378		marcq-en-baroeul-nord-france			Farine de blé	 margarine (huiles et graisses végétales : palme - colza	 eau	 sel	 émulsifiants : mono- et diglycérides d’acides gras	 correcteur d’acidité: acide citrique	 colorant: B-carotène	 arôme)	 sucre	 eau	 chocolat en poudre 7	7% (sucre	 cacao)	 humectants : glycérol - sorbitol	 œufs entiers en poudre	 sirop de sucre inverti	 arômes	 poudres à lever: diphosphate disodique - carbonate acide de sodium - phosphate monocalcique	 sel	 alcool aromatisé	 épaississant : gomme xanthane	Soja	Lait	Fruits à coque	soja	lait	fruits-a-coque	30 g		7		e471	e330	e422	e420	e450	e500	e415	1		huile-de-palme	1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Gâteaux	http://fr.openfoodfacts.org/images/products/326/385/266/4111/front.10.400.jpg	http://fr.openfoodfacts.org/images/products/326/385/266/4111/front.10.200.jpg	1797	5.8	51	29			22	11							2.4	0.29																																																														
6132004000022	http://fr.openfoodfacts.org/produit/6132004000022	opendatadz	1361728224	1361731992	Margarine LaBelle	Margarine supérieure végétale 100% 	500grs	plastique	plastique	LABELLE	labelle	Margarines	matieres-grasses	matieres-grasses-vegetales	margarines	Algérie	algerie							Algérie		Huiles végétales hydrogénées et fluides	 émulsifiant (E471)	 lécithine de soja (E322)	 arôme	 béta-carotène (E160ai)	 alpha tocophérol (E307)	 sel	 acide sorbique (E200)	 acide citrique (E330)	 eau.					6		e471	e322	e160a	e307	e200	e330	0			3		huile-vegetale	e471-mono-et-diglycerides-d-acides-gras-alimentaires	e160a-beta-carotene	Matières grasses végétales																																																																																																
8722700277507	http://fr.openfoodfacts.org/produit/8722700277507	manu1400	1347641766	1347704084	Marmite de bouillon	bouillon de poule	224g (8x28g)	carton	plastique	sous atmosphère protectrice	carton	plastique	sous-atmosphere-protectrice	Knorr	Unilever	knorr	unilever	Bouillon	bouillon			sans conservateur	sans colorant artificiel	sans exhausteur de goût	sans-conservateur	sans-exhausteur-de-gout	sans-colorant-artificiel					Eure-et-Loir	France		eau	 sel	 matière grasse végétale	 sucre	 extrait de levure	 légumes (carotte	 poireau)	 graisse de poule	 aromates (ail	 persil	 poivre)	 épaississants : gomme xanthane	 farine de graines de caroube	 viande de poule 0.2%	 caramel	 maltodextrine	 colorant : caroténoïdes mélangés	 extrait de romarin			250 ml		5		e415	e410	e150a	e160	e392	0			1		huile-vegetale	Bouillon			390	2.5	5	3.5			7	3.5							0.8	8.4																																																																
3023290633816	http://fr.openfoodfacts.org/produit/3023290633816	loupiludo	1351202778	1351208972	Maronsui's La laitière	Mousse à la crème de marrons	276g	Pot plastique	pot-plastique	Nestlé	La Laitière	Clément Faugier	nestle	la-laitiere	clement-faugier	mousse de marrons	mousse-de-marrons	FRANCE	france			FR 44.212.001 CE	fr-44-212-001-ce		vallet-loire-atlantique-france	CLICHY - FRANCE	LECLERC	Crème de marrons 54% (châtaigne	 sucre	 sirop de glucose	 brisures de marrons glacés	 arôme vanille)	 crème 24%	 eau	  émulsifiant : E471	 gélatine	 lait écrémé en poudre	 stabilisant : E410			69g		3		e471	e428	e410	0			1		e471-mono-et-diglycerides-d-acides-gras-alimentaires	Mousse-de-marrons	http://fr.openfoodfacts.org/images/products/302/329/063/3816/front.6.400.jpg	http://fr.openfoodfacts.org/images/products/302/329/063/3816/front.6.200.jpg	1060	1.9	35.7	32.2			11.2	7.7							0.8	0.02	0																																																																															
5000159455770	http://fr.openfoodfacts.org/produit/5000159455770	manu1400	1342284440	1344099785	Mars - Coeur Fondant	barre	12 X 42g	plastique	plastique	Mars	mars	produit au chocolat	barre chocolatée	confiseries	barres	barres-chocolatees	produit-au-chocolat	France	france	sans colorant	sans conservateur	chocolat 100% pur beurre de cacao	sans-conservateur	sans-colorant	chocolat-100-pur-beurre-de-cacao					Eure-et-Loir	France		chocolat au lait (sucre	 beurre de cacao	 lait entier en poudre	 pâte de cacao	 lactose	 petit lait en poudre	 émulsifiant lécithine de soja	 beurre concentré	 extrait naturel de vanille)	 sirop de glucose	 sucre	 huile de tournesol	 lait écrémé en poudre	 lactose	 beurre concentré	 extrait de malt d'orge	 sel	 petit lait en poudre	 matière grasse végétale	 blanc d'oeuf en poudre 0.1%	 beurre de cacao	 lait entier en poudre	 pâte de cacao	 protéine de lait hydrolysée	 extrait naturel de vanille	 émulsifiant : lécithine de soja	cacahuète	noisette	amande	cacahuete	noisette	amande	une barre 42g		1		e322	0			1		huile-vegetale	Barres chocolatées			1898	3.6	70.2	64.3			17.2	8.3							0.8	0.16																																																										
5000159443753	http://fr.openfoodfacts.org/produit/5000159443753	rfl	1357389166	1363363381	Mars Caramel beurre salé Barres glacées	barres chocolatées glacées	6	boite	carton	boite	carton	Mars	mars	barres glacées	barres chocolatées	confiseries	barres	barres-glacees	barres-chocolatees									Vanves	France		lait écrémé	 sucre	 sirop de glucose	 crème légère	 eau	 lait écrémé concentré sucré	 huile végétale	 pâte de cacao	 beurre de cacao	 lait écrémé en poudre	 beurre concentré	 extrait de malt d'orge	 lactose	 petit-lait en poudre	 cacao maigre	 lécithine de soja	 E471	 E477	 sel	 E407	 E410	 E412	extrait naturel de vanille	 arôme naturel	cacahuète	amande	cacahuete	amande	45 ml		6		e322	e471	e477	e407	e410	e412	0			2		huile-vegetale	e471-mono-et-diglycerides-d-acides-gras-alimentaires	Barres chocolatées			1140	3.33	31.1	24.4			14.9	9.78							0.889	0.156																																																										
2020187	http://fr.openfoodfacts.org/produit/2020187	hommedanslalune	1358108222	1358190696	Master crumble chocolat noisette	Céréales croustillantes aux éclats de chocolat et de noisettes	600 g	Carton	carton	Master Crumble	master-crumble	Mueslis	petit-dejeuner	cereales-pour-petit-dejeuner	mueslis	Belgique	belgique							Quincy-sous-Senart	Lidl	Flocons d'avoine	 sucre	 pépites de chocolat (10%) [sucre	 pâte de cacao	 matière grasse lactique	 cacao maigre en poudre	 émulsifiant: lécithine de soja	 arôme naturel de vanille]	 billes extrudées de maïs et de riz (semoule de maïs	 semoule de riz	 farine de blé	 sucre	 malt d'orge	 sel	 colorant: caramel)	 huile végétale	 corn flakes (farine de maïs	 sucre	 sel	 malt d'orge	 émulsifiant: lécithine de tournesol)	 noisettes (4%)	 sirop de glucose	 farine de riz	 farine de blé	 malt d'orge	 miel	 sel	 arôme naturel de vanille	 arôme naturel	 canenlle.	Sésame	Lupin	Fruits à coque	sesame	lupin	fruits-a-coque	60 g		2		e322	e150a	0			1		huile-vegetale	Mueslis	http://fr.openfoodfacts.org/images/products/2020187/front.3.400.jpg	http://fr.openfoodfacts.org/images/products/2020187/front.3.200.jpg	1933	10	64	22			17	6.8							5.7	0.08																																																											
3257980551955	http://fr.openfoodfacts.org/produit/3257980551955	stephane	1336404090	1347226444	Maxi tranches complet	Pain de mie à la farine complète de blé	550 g	Sachet	Plastique	sachet	plastique	Cora	cora	Pain	Pain de mie	Pain de mie complet	pains	pains-de-mie	pains-de-mie-complet					EMB 76018	EMB 85223B	emb-76018	emb-85223b		val-de-saane-seine-maritime-france	sainte-hermine-vendee-france			Farine complète de blé 55% — eau - huile de colza - sucre - gluten de blé - sel - levure - farine de blé - émulsifiants E471	 E472e	 E482	 E322 - conservateur : E282 - agent de traitement de la farine : E300 - épaississant: E415			1 tranche (39 g)		7		e471	e472e	e482	e322	e282	e300	e415	0			3		e471-mono-et-diglycerides-d-acides-gras-alimentaires	e472e-ester-monoacethyltartrique-de-mono-et-diglycerides-d-acides-gras	e482-stearoyl-2-lactylate-de-calcium	Pains de mie	http://fr.openfoodfacts.org/images/products/325/798/055/1955/front.10.400.jpg	http://fr.openfoodfacts.org/images/products/325/798/055/1955/front.10.200.jpg	1019	9	40.3	5.3			4.9	0.5							7.1	0.48																																																																												
